Gene,Bacteria,Present,Category
Rhanmogalacturonan endolyase,X.campestris,1,PCWDE
Pectin lyase,X.campestris,1,PCWDE
Cellulase,X.campestris,1,PCWDE
beta-xylanase,X.campestris,1,PCWDE
Arabinosidase,X.campestris,1,PCWDE
beta-galactosidase,X.campestris,1,PCWDE
beta-xylosidase,X.campestris,1,PCWDE
beta-glucosidase,X.campestris,1,PCWDE
alpha-galactosidase,X.campestris,0,PCWDE
Galactanase,X.campestris,1,PCWDE
Polyglacturonase,X.campestris,1,PCWDE
Avicelase,X.campestris,1,PCWDE
alpha-L-arabinosidase,X.campestris,0,PCWDE
alpha-glucuronidase,X.campestris,1,PCWDE
Harpin(HrpN),X.campestris,0,Harpin
Harpin(HrpW),X.campestris,0,Harpin
Harpin(HrpA2),X.campestris,0,Harpin
Harpin(HrpZ1),X.campestris,0,Harpin
Harpin(HrpK1),X.campestris,0,Harpin
Harpin(PopW),X.campestris,0,Harpin
Harpin(HrcR),X.campestris,0,Harpin
Harpin(HopAK1),X.campestris,1,Harpin
HopAN1,X.campestris,0,Effector
HopAC1,X.campestris,0,Effector
HopAG1,X.campestris,0,Effector
HopAH1,X.campestris,0,Effector
HopAI1,X.campestris,0,Effector
HopJ1,X.campestris,0,Effector
HopAA1,X.campestris,0,Effector
HopM1,X.campestris,0,Effector
HopX1,X.campestris,0,Effector
HopQ1,X.campestris,0,Effector
HopF2,X.campestris,0,Effector
HopV1,X.campestris,0,Effector
HopR1,X.campestris,0,Effector
HopZ3,X.campestris,0,Effector
HopH1,X.campestris,0,Effector
HopL1,X.campestris,0,Effector
HopAH2,X.campestris,0,Effector
HopAJ1,X.campestris,0,Effector
HopPtoC,X.campestris,0,Effector
HopAV1,X.campestris,0,Effector
HopAF1,X.campestris,0,Effector
HopI1,X.campestris,1,Effector
HopAE1,X.campestris,0,Effector
HopAJ2,X.campestris,1,Effector
HopAB1,X.campestris,0,Effector
HopE1,X.campestris,0,Effector
HopAW1,X.campestris,0,Effector
HopP1,X.campestris,0,Effector
AvrBs2,X.campestris,1,Effector
AvrA,X.campestris,0,Effector
AvrRxv,X.campestris,0,Effector
AvrRpm1,X.campestris,0,Effector
AvrXccE1,X.campestris,1,Effector
AvrRpt2,X.campestris,0,Effector
AvrBs3,X.campestris,0,Effector
AvrE1,X.campestris,0,Effector
AvrB3,X.campestris,0,Effector
AvrXccB,X.campestris,0,Effector
DspA/E,X.campestris,0,Effector
DspF,X.campestris,0,Effector
Rsc3369,X.campestris,0,Effector
MxiE,X.campestris,1,Effector
ExoU,X.campestris,1,Effector
T2SS,X.campestris,0,T2SS
T3SS,X.campestris,1,T3SS
T4SS,X.campestris,1,T4SS
T6SS,X.campestris,2,T6SS
Flagella,X.campestris,1,Flagella
Pili,X.campestris,1,Pili
Pectate disaccharide-lyase,X.axonopodis,0,PCWDE
Pectate lyase,X.axonopodis,1,PCWDE
Rhanmogalacturonan endolyase,X.axonopodis,1,PCWDE
Pectin lyase,X.axonopodis,1,PCWDE
Cellulase,X.axonopodis,1,PCWDE
beta-xylanase,X.axonopodis,0,PCWDE
Arabinosidase,X.axonopodis,1,PCWDE
beta-galactosidase,X.axonopodis,0,PCWDE
beta-xylosidase,X.axonopodis,0,PCWDE
beta-glucosidase,X.axonopodis,0,PCWDE
alpha-galactosidase,X.axonopodis,0,PCWDE
Galactanase,X.axonopodis,0,PCWDE
Polyglacturonase,X.axonopodis,1,PCWDE
Avicelase,X.axonopodis,0,PCWDE
alpha-L-arabinosidase,X.axonopodis,0,PCWDE
alpha-glucuronidase,X.axonopodis,0,PCWDE
Harpin(HrpN),X.axonopodis,0,Harpin
Harpin(HrpW),X.axonopodis,0,Harpin
Harpin(HrpA2),X.axonopodis,0,Harpin
Harpin(HrpZ1),X.axonopodis,0,Harpin
Harpin(HrpK1),X.axonopodis,0,Harpin
Harpin(PopW),X.axonopodis,0,Harpin
Harpin(HrcR),X.axonopodis,0,Harpin
Harpin(HopAK1),X.axonopodis,1,Harpin
HopAN1,X.axonopodis,0,Effector
HopAC1,X.axonopodis,0,Effector
HopAG1,X.axonopodis,0,Effector
HopAH1,X.axonopodis,0,Effector
HopAI1,X.axonopodis,0,Effector
HopJ1,X.axonopodis,0,Effector
HopAA1,X.axonopodis,0,Effector
HopM1,X.axonopodis,0,Effector
HopX1,X.axonopodis,0,Effector
HopQ1,X.axonopodis,1,Effector
HopF2,X.axonopodis,0,Effector
HopV1,X.axonopodis,0,Effector
HopR1,X.axonopodis,0,Effector
HopZ3,X.axonopodis,0,Effector
HopH1,X.axonopodis,0,Effector
HopL1,X.axonopodis,0,Effector
HopAH2,X.axonopodis,0,Effector
HopAJ1,X.axonopodis,1,Effector
HopPtoC,X.axonopodis,0,Effector
HopAV1,X.axonopodis,0,Effector
HopAF1,X.axonopodis,0,Effector
HopI1,X.axonopodis,1,Effector
HopAE1,X.axonopodis,0,Effector
HopAJ2,X.axonopodis,1,Effector
HopAB1,X.axonopodis,0,Effector
HopE1,X.axonopodis,0,Effector
HopAW1,X.axonopodis,0,Effector
HopP1,X.axonopodis,0,Effector
AvrBs2,X.axonopodis,1,Effector
AvrA,X.axonopodis,0,Effector
AvrRxv,X.axonopodis,0,Effector
AvrRpm1,X.axonopodis,0,Effector
AvrXccE1,X.axonopodis,1,Effector
AvrRpt2,X.axonopodis,0,Effector
AvrBs3,X.axonopodis,1,Effector
AvrE1,X.axonopodis,0,Effector
AvrB3,X.axonopodis,0,Effector
AvrXccB,X.axonopodis,0,Effector
DspA/E,X.axonopodis,0,Effector
DspF,X.axonopodis,0,Effector
Rsc3369,X.axonopodis,1,Effector
MxiE,X.axonopodis,0,Effector
ExoU,X.axonopodis,1,Effector
T2SS,X.axonopodis,0,T2SS
T3SS,X.axonopodis,1,T3SS
T4SS,X.axonopodis,1,T4SS
T6SS,X.axonopodis,2,T6SS
Flagella,X.axonopodis,1,Flagella
Pili,X.axonopodis,1,Pili
Pectate disaccharide-lyase,B.licheniformis,0,PCWDE
Pectate lyase,B.licheniformis,1,PCWDE
Rhanmogalacturonan endolyase,B.licheniformis,1,PCWDE
Pectin lyase,B.licheniformis,1,PCWDE
Cellulase,B.licheniformis,1,PCWDE
beta-xylanase,B.licheniformis,0,PCWDE
Arabinosidase,B.licheniformis,1,PCWDE
beta-galactosidase,B.licheniformis,1,PCWDE
beta-xylosidase,B.licheniformis,1,PCWDE
beta-glucosidase,B.licheniformis,1,PCWDE
alpha-galactosidase,B.licheniformis,1,PCWDE
Galactanase,B.licheniformis,1,PCWDE
Polyglacturonase,B.licheniformis,0,PCWDE
Avicelase,B.licheniformis,0,PCWDE
alpha-L-arabinosidase,B.licheniformis,1,PCWDE
alpha-glucuronidase,B.licheniformis,0,PCWDE
Harpin(HrpN),B.licheniformis,0,Harpin
Harpin(HrpW),B.licheniformis,1,Harpin
Harpin(HrpA2),B.licheniformis,0,Harpin
Harpin(HrpZ1),B.licheniformis,0,Harpin
Harpin(HrpK1),B.licheniformis,0,Harpin
Harpin(PopW),B.licheniformis,0,Harpin
Harpin(HrcR),B.licheniformis,0,Harpin
Harpin(HopAK1),B.licheniformis,1,Harpin
HopAN1,B.licheniformis,1,Effector
HopAC1,B.licheniformis,0,Effector
HopAG1,B.licheniformis,0,Effector
HopAH1,B.licheniformis,0,Effector
HopAI1,B.licheniformis,0,Effector
HopJ1,B.licheniformis,0,Effector
HopAA1,B.licheniformis,0,Effector
HopM1,B.licheniformis,0,Effector
HopX1,B.licheniformis,0,Effector
HopQ1,B.licheniformis,0,Effector
HopF2,B.licheniformis,0,Effector
HopV1,B.licheniformis,0,Effector
HopR1,B.licheniformis,0,Effector
HopZ3,B.licheniformis,0,Effector
HopH1,B.licheniformis,0,Effector
HopL1,B.licheniformis,0,Effector
HopAH2,B.licheniformis,0,Effector
HopAJ1,B.licheniformis,0,Effector
HopPtoC,B.licheniformis,0,Effector
HopAV1,B.licheniformis,0,Effector
HopAF1,B.licheniformis,0,Effector
HopI1,B.licheniformis,1,Effector
HopAE1,B.licheniformis,0,Effector
HopAJ2,B.licheniformis,0,Effector
HopAB1,B.licheniformis,0,Effector
HopE1,B.licheniformis,0,Effector
HopAW1,B.licheniformis,0,Effector
HopP1,B.licheniformis,0,Effector
AvrBs2,B.licheniformis,1,Effector
AvrA,B.licheniformis,0,Effector
AvrRxv,B.licheniformis,0,Effector
AvrRpm1,B.licheniformis,0,Effector
AvrXccE1,B.licheniformis,0,Effector
AvrRpt2,B.licheniformis,0,Effector
AvrBs3,B.licheniformis,0,Effector
AvrE1,B.licheniformis,0,Effector
AvrB3,B.licheniformis,0,Effector
AvrXccB,B.licheniformis,0,Effector
DspA/E,B.licheniformis,0,Effector
DspF,B.licheniformis,0,Effector
Rsc3369,B.licheniformis,0,Effector
MxiE,B.licheniformis,0,Effector
ExoU,B.licheniformis,0,Effector
T2SS,B.licheniformis,0,T2SS
T3SS,B.licheniformis,0,T3SS
T4SS,B.licheniformis,0,T4SS
T6SS,B.licheniformis,0,T6SS
Flagella,B.licheniformis,1,Flagella
Pili,B.licheniformis,1,Pili
